50	0.038583	0.067522
100	0.027612	0.065953
150	0.027103	0.066247
200	0.026262	0.067052
250	0.025782	0.06751
300	0.026008	0.066522
350	0.023979	0.066653
400	0.023803	0.064673
450	0.021964	0.053656
500	0.019555	0.053335
550	0.018562	0.054232
600	0.019173	0.053297
650	0.019992	0.05321
700	0.018745	0.053688
750	0.019233	0.053292
800	0.020331	0.053583
850	0.019176	0.053396
900	0.018614	0.054187
950	0.018526	0.053324
1000	0.017752	0.053375
1050	0.018151	0.054629
1100	0.018201	0.053864
1150	0.017411	0.055194
1200	0.017683	0.054611
1250	0.01753	0.053173
1300	0.017914	0.053204
1350	0.018113	0.053346
1400	0.016916	0.053647
1450	0.017723	0.054206
1500	0.01737	0.05401
1550	0.017051	0.053303
1600	0.017292	0.053668
1650	0.017357	0.052988
1700	0.017287	0.05314
1750	0.017836	0.0537
1800	0.017443	0.053717
1850	0.017755	0.053144
1900	0.016425	0.054021
1950	0.018102	0.054198
2000	0.017855	0.053602
2050	0.01767	0.05394
2100	0.017259	0.053215
2150	0.016991	0.053932
2200	0.016452	0.053357
2250	0.016447	0.053454
2300	0.016836	0.053767
2350	0.016058	0.053565
2400	0.01618	0.054
2450	0.016741	0.053648
2500	0.016159	0.052707
2550	0.01729	0.054025
2600	0.017284	0.052997
2650	0.016694	0.053557
2700	0.017408	0.054733
2750	0.016927	0.05344
2800	0.016579	0.054175
2850	0.016155	0.054436
2900	0.016066	0.053549
2950	0.016105	0.054324
3000	0.017544	0.053957
3050	0.016579	0.054943
3100	0.016322	0.05319
3150	0.016221	0.053978
3200	0.016294	0.053746
3250	0.015744	0.053025
3300	0.015934	0.053839
3350	0.01609	0.053755
3400	0.015756	0.054529
3450	0.015548	0.054386
3500	0.015916	0.054827
3550	0.016193	0.05501
3600	0.015799	0.052981
3650	0.016964	0.053712
3700	0.015364	0.053873
3750	0.016753	0.054055
3800	0.015323	0.053446
3850	0.0164	0.05312
3900	0.015716	0.053866
3950	0.015569	0.054483
4000	0.015975	0.053473
4050	0.015109	0.05489
4100	0.015736	0.054606
4150	0.015788	0.053653
4200	0.015494	0.054196
4250	0.015411	0.053482
4300	0.015062	0.053648
4350	0.015965	0.054378
4400	0.015839	0.053206
4450	0.015007	0.05521
4500	0.015582	0.054015
4550	0.015498	0.053299
4600	0.015171	0.05476
4650	0.015084	0.053633
4700	0.014979	0.054077
4750	0.015604	0.054283
4800	0.015554	0.053215
4850	0.014955	0.053503
4900	0.015098	0.053904
4950	0.015794	0.053998
5000	0.015324	0.053468
5050	0.01489	0.053357
5100	0.015695	0.053619
5150	0.016194	0.053124
5200	0.015857	0.054331
5250	0.015293	0.053797
5300	0.014873	0.054315
5350	0.015691	0.052992
5400	0.014667	0.053855
5450	0.015649	0.054138
5500	0.014708	0.05333
5550	0.015037	0.053917
5600	0.014563	0.054445
5650	0.014922	0.0532
5700	0.016444	0.053764
5750	0.015137	0.053575
5800	0.016145	0.053166
5850	0.014399	0.05404
5900	0.014658	0.053871
5950	0.016473	0.053281
6000	0.014332	0.053112
6050	0.015204	0.052761
6100	0.015573	0.053785
6150	0.014614	0.054031
6200	0.014546	0.054582
6250	0.01461	0.055376
6300	0.015669	0.053638
6350	0.015478	0.052463
6400	0.014389	0.05287
6450	0.015188	0.054595
6500	0.015218	0.053015
6550	0.014599	0.055091
6600	0.014099	0.05473
6650	0.014807	0.053089
6700	0.014328	0.054964
6750	0.014684	0.054092
6800	0.015089	0.053327
6850	0.014927	0.053707
6900	0.016552	0.054573
6950	0.014796	0.055144
7000	0.014613	0.053773
7050	0.014798	0.053552
7100	0.014313	0.052626
7150	0.015433	0.054464
7200	0.014053	0.053029
7250	0.016152	0.053563
7300	0.015088	0.055168
7350	0.014632	0.053737
7400	0.014492	0.053889
7450	0.014615	0.053917
7500	0.014794	0.054297
7550	0.014745	0.053841
7600	0.014341	0.054591
7650	0.013848	0.054085
7700	0.014817	0.053447
7750	0.014113	0.05477
7800	0.014422	0.054024
7850	0.013989	0.05437
7900	0.014249	0.053953
7950	0.014704	0.054132
8000	0.013789	0.053179
8050	0.014338	0.054478
8100	0.013729	0.054085
8150	0.014698	0.053991
8200	0.015088	0.053802
8250	0.013697	0.054622
8300	0.016532	0.052822
8350	0.016212	0.053655
8400	0.014754	0.054167
8450	0.013949	0.054207
8500	0.014985	0.053324
8550	0.015649	0.054083
8600	0.014305	0.053852
8650	0.015369	0.053389
8700	0.014145	0.054442
8750	0.014309	0.053578
8800	0.013854	0.053097
8850	0.014669	0.053069
8900	0.014562	0.055438
8950	0.014761	0.053298
9000	0.014408	0.053558
9050	0.0152	0.054062
9100	0.01485	0.054143
9150	0.014578	0.053487
9200	0.015167	0.05357
9250	0.014533	0.053599
9300	0.014002	0.05442
9350	0.01466	0.053195
9400	0.014516	0.054322
9450	0.013502	0.054467
9500	0.014416	0.054325
9550	0.014658	0.053348
9600	0.014543	0.055359
9650	0.01378	0.05309
9700	0.01384	0.055331
9750	0.014364	0.053313
9800	0.014912	0.053806
9850	0.013536	0.053441
9900	0.015119	0.053466
9950	0.013432	0.054805
10000	0.014343	0.053408
10050	0.013785	0.055182
10100	0.014145	0.05437
10150	0.013706	0.053226
10200	0.014131	0.053037
10250	0.01391	0.055549
10300	0.014585	0.05393
10350	0.013404	0.054509
10400	0.01404	0.053542
10450	0.014421	0.055177
10500	0.014221	0.05372
10550	0.013822	0.054019
10600	0.013581	0.053912
10650	0.014644	0.0545
10700	0.01486	0.054497
10750	0.014371	0.054644
10800	0.013466	0.053363
10850	0.013613	0.053521
10900	0.01355	0.054533
10950	0.013832	0.053222
11000	0.015526	0.053638
11050	0.014327	0.053661
11100	0.013909	0.05338
11150	0.015612	0.054463
11200	0.015651	0.054422
11250	0.01358	0.053511
11300	0.013936	0.052852
11350	0.014101	0.053918
11400	0.015564	0.052958
11450	0.014736	0.053105
11500	0.013721	0.054723
11550	0.014104	0.05391
11600	0.015023	0.053412
11650	0.013546	0.05256
11700	0.01425	0.053536
11750	0.013904	0.053641
11800	0.013984	0.053174
11850	0.014854	0.053783
11900	0.014285	0.05415
11950	0.013869	0.052976
12000	0.013855	0.053515
12050	0.013103	0.053209
12100	0.014881	0.054074
12150	0.014526	0.054535
12200	0.013465	0.053001
12250	0.014131	0.053431
12300	0.013265	0.053424
12350	0.014852	0.054631
12400	0.013589	0.055017
12450	0.01403	0.053887
12500	0.013091	0.053123
12550	0.013565	0.053252
12600	0.013243	0.053665
12650	0.016042	0.053494
12700	0.01316	0.054353
12750	0.013756	0.053704
12800	0.016326	0.053203
12850	0.014024	0.053466
12900	0.013125	0.053626
12950	0.01342	0.053491
13000	0.013622	0.053907
13050	0.013763	0.053785
13100	0.014095	0.054424
13150	0.015669	0.053093
13200	0.013657	0.053558
13250	0.0134	0.05397
13300	0.013206	0.053428
13350	0.014244	0.053337
13400	0.013061	0.053853
13450	0.014102	0.053646
13500	0.013667	0.053209
13550	0.013688	0.053164
13600	0.014315	0.053343
13650	0.013701	0.05325
13700	0.013038	0.053645
13750	0.013469	0.054614
13800	0.012615	0.053746
13850	0.014074	0.053321
13900	0.013739	0.053332
13950	0.013964	0.054101
14000	0.013157	0.055053
14050	0.013661	0.053506
14100	0.013175	0.053137
14150	0.013555	0.053392
14200	0.013465	0.054218
14250	0.013103	0.052893
14300	0.013407	0.054018
14350	0.014277	0.053336
14400	0.014245	0.054083
14450	0.01304	0.054005
14500	0.014106	0.053603
14550	0.013111	0.054749
14600	0.013463	0.053921
14650	0.012706	0.056061
14700	0.013498	0.053431
14750	0.013436	0.05356
14800	0.013585	0.053443
14850	0.013693	0.053832
14900	0.013069	0.053157
14950	0.013113	0.053328
15000	0.014882	0.054314
15050	0.013776	0.053719
