50	0.099407	0.116025
100	0.105594	0.163961
150	0.128105	0.136344
200	0.131953	0.135303
250	0.134343	0.118912
300	0.126971	0.121202
350	0.133749	0.119911
400	0.139897	0.119836
450	0.143576	0.117126
500	0.147825	0.116478
550	0.159628	0.119031
600	0.165758	0.120277
650	0.172258	0.116667
700	0.173974	0.119847
750	0.187126	0.117221
800	0.187212	0.116538
850	0.191993	0.118217
900	0.20466	0.119741
950	0.210605	0.120666
1000	0.219175	0.118133
1050	0.253808	0.117777
1100	0.260565	0.13554
1150	0.271952	0.12237
1200	0.240952	0.116496
1250	0.247259	0.116062
1300	0.258109	0.120548
1350	0.258421	0.116125
1400	0.269089	0.116662
1450	0.271676	0.116547
1500	0.335738	0.159896
1550	0.330637	0.124288
1600	0.292414	0.116312
1650	0.332815	0.141829
1700	0.354323	0.158596
1750	0.321437	0.13694
1800	0.323922	0.115614
1850	0.321587	0.137284
1900	0.383935	0.113769
1950	0.336386	0.115816
2000	0.348037	0.120778
2050	0.344713	0.118565
2100	0.365188	0.120392
2150	0.372045	0.116794
2200	0.361152	0.114907
2250	0.374132	0.116898
2300	0.385538	0.120559
2350	0.390114	0.115942
2400	0.392312	0.115471
2450	0.40082	0.121791
2500	0.416811	0.120898
2550	0.407721	0.116742
2600	0.418252	0.116437
2650	0.458473	0.117058
2700	0.450156	0.11795
2750	0.448986	0.115953
2800	0.488967	0.117487
2850	0.500437	0.115599
2900	0.459259	0.117967
2950	0.486183	0.116562
3000	0.494099	0.119515
3050	0.482514	0.116233
3100	0.502177	0.116738
3150	0.506817	0.116395
3200	0.509387	0.117432
3250	0.509307	0.114743
3300	0.520453	0.115787
3350	0.51647	0.116174
3400	0.544647	0.11153
3450	0.528382	0.117205
3500	0.543008	0.117358
3550	0.538537	0.115976
3600	0.577381	0.120233
3650	0.576927	0.11724
3700	0.560823	0.111612
3750	0.575965	0.11533
3800	0.571741	0.11657
3850	0.578726	0.111401
3900	0.59816	0.115873
3950	0.602019	0.118966
4000	0.60758	0.114598
4050	0.674966	0.142648
4100	0.619531	0.114432
4150	0.689962	0.11545
4200	0.637358	0.11584
4250	0.649552	0.116033
4300	0.639449	0.116275
4350	0.702276	0.117118
4400	0.773516	0.135457
4450	0.821987	0.138037
4500	0.672362	0.116188
4550	0.748224	0.117285
4600	0.756832	0.119579
4650	0.690167	0.115474
4700	0.704144	0.114835
4750	0.702944	0.113373
4800	0.696496	0.117516
4850	0.738218	0.110557
4900	0.699037	0.112317
4950	0.747563	0.120036
5000	0.745535	0.120153
5050	0.74962	0.11768
5100	0.757833	0.112298
5150	0.780921	0.113053
5200	0.746695	0.118187
5250	0.776937	0.115291
5300	0.767178	0.120097
5350	0.789943	0.115816
5400	0.814106	0.114585
5450	0.809632	0.116159
5500	0.811668	0.115833
5550	0.831874	0.116657
5600	0.802653	0.118398
5650	0.818758	0.115627
5700	0.8429	0.114163
5750	0.859461	0.116551
5800	0.838709	0.115019
5850	0.853332	0.115996
5900	0.885838	0.112396
5950	0.86472	0.115128
6000	0.883883	0.116937
6050	0.872651	0.11597
